id,external_id,cohort_id,cohort_external_id,platform,name,original_url,url,url_id,timezone,slot_interval,latitude,longitude,archived_at,city
3749,8646,4,4,opentable,La Voile - Back Bay,https://www.opentable.com/restaurant/profile/15865/reserve,https://www.opentable.com/restref/client/?rid=15865,15865,America/New_York,15,,,,boston
3629,8647,4,4,opentable,Banyan Bar + Refuge,https://www.opentable.com/restaurant/profile/254674/reserve,https://www.opentable.com/restref/client/?rid=254674,254674,America/New_York,15,,,,boston
3506,8648,4,4,opentable,Gather,https://www.opentable.com/restaurant/profile/114190/reserve,https://www.opentable.com/restref/client/?rid=114190,114190,America/New_York,15,,,,new_york_city
3748,8649,4,4,opentable,Aquitaine Boston,https://www.opentable.com/restaurant/profile/2648/reserve,https://www.opentable.com/restref/client/?rid=2648,2648,America/New_York,15,,,,new_york_city
3628,8650,4,4,opentable,Oishii Boston,https://www.opentable.com/restaurant/profile/7315/reserve,https://www.opentable.com/restref/client/?rid=7315,7315,America/New_York,15,,,,boston
3990,8651,4,4,sevenrooms,American Cut Steakhouse,https://www.sevenrooms.com/reservations/americancutoceans,https://www.sevenrooms.com/reservations/americancutoceans,americancutoceans,America/New_York,15,,,,new_york_city
3857,8652,4,4,resy,Celeste,https://resy.com/cities/bos/celeste,https://resy.com/cities/bos/celeste,4199,America/New_York,15,,,,boston
3627,8653,4,4,opentable,Taverna,https://www.opentable.com/restaurant/profile/588631/reserve,https://www.opentable.com/restref/client/?rid=588631,588631,America/New_York,15,,,,atlanta
3747,8654,4,4,opentable,The Iberian Pig Buckhead,https://www.opentable.com/restref/client?restref=1034197,https://www.opentable.com/restref/client/?rid=1034197,1034197,America/New_York,15,,,,atlanta
3496,8655,4,4,opentable,Frenchie Wine Bistro,https://www.opentable.com/restaurant/profile/339976/reserve,https://www.opentable.com/restref/client/?rid=339976,339976,America/New_York,15,,,,boston
3505,8656,4,4,opentable,SOHO Atlanta Restaurant,https://www.opentable.com/restref/client/?restref=2736,https://www.opentable.com/restref/client/?rid=2736,2736,America/New_York,15,,,,atlanta
3746,8657,4,4,opentable,The Elephant Walk South End,https://www.opentable.com/restaurant/profile/167317/reserve,https://www.opentable.com/restref/client/?rid=167317,167317,America/New_York,15,,,,boston
3745,8658,4,4,opentable,Gran Gusto,https://www.opentable.com/restref/client/?restref=79573,https://www.opentable.com/restref/client/?rid=79573,79573,America/New_York,15,,,,boston
3354,8728,5,5,opentable,Maple Landing,https://www.opentable.com/restaurant/profile/1063798/reserve,https://www.opentable.com/restref/client/?rid=1063798,1063798,America/Chicago,15,,,,new_york_city
3228,8736,5,5,resy,Lucille’s Coffee and Cocktails,https://resy.com/cities/ny/lucilles,https://resy.com/cities/ny/lucilles,41410,America/New_York,15,,,,new_york_city
3353,8737,5,5,resy,Oso,https://resy.com/cities/ny/oso,https://resy.com/cities/ny/oso,41205,America/New_York,15,,,,new_york_city
3352,8738,5,5,opentable,Hancock St,https://www.opentable.com/r/hancock-st-new-york,https://www.opentable.com/restref/client/?rid=94933,94933,America/New_York,15,,,,new_york_city
3240,8781,5,5,sevenrooms,Osteria Morini,https://www.sevenrooms.com/reservations/osteriamorininyc,https://www.sevenrooms.com/reservations/osteriamorininyc,osteriamorininyc,America/New_York,15,,,,new_york_city
3238,8782,5,5,opentable,Mesero - Legacy West,https://www.opentable.com/restaurant/profile/732727/reserve,https://www.opentable.com/restref/client/?rid=732727,732727,America/Chicago,15,,,,dallas
3249,8787,5,5,opentable,Dolce Fumo,https://www.opentable.com/r/rabias-dolce-fumo-reservations-boston?restref=52450,https://www.opentable.com/restref/client/?rid=52450,52450,America/New_York,15,,,,boston
3538,8790,4,4,opentable,Recess,https://www.opentable.com/restref/client/?restref=985672,https://www.opentable.com/restref/client/?rid=985672,985672,America/New_York,15,,,,atlanta
3994,8791,4,4,sevenrooms,9 Mile Station,https://www.sevenrooms.com/reservations/9milestation,https://www.sevenrooms.com/reservations/9milestation,9milestation,America/New_York,15,,,,new_york_city
3856,8792,4,4,resy,Nowak’s,https://resy.com/cities/atl/nowaks,https://resy.com/cities/atl/nowaks,7290,America/New_York,15,,,,atlanta
3898,8793,4,4,resy,Garden & Gun Club,https://resy.com/cities/atl/garden-and-gun-club,https://resy.com/cities/atl/garden-and-gun-club,1446,America/New_York,15,,,,atlanta
3822,8794,4,4,opentable,The Ainsworth,https://www.opentable.com/restaurant/profile/62941/reserve,https://www.opentable.com/restref/client/?rid=62941,62941,America/New_York,15,,,,new_york_city
3644,8795,4,4,opentable,Rowdy Tiger,https://www.opentable.com/restref/client/?restref=344110,https://www.opentable.com/restref/client/?rid=344110,344110,America/New_York,15,,,,atlanta
3870,8798,4,4,resy,Lazy Betty,https://resy.com/cities/atl/lazy-betty,https://resy.com/cities/atl/lazy-betty,3931,America/New_York,15,,,,new_york_city
4010,8799,4,4,yelp,Shabu Shabu Macoron,https://www.yelp.com/reservations/shabushabu-macoron-new-york,https://www.yelp.com/reservations/shabushabu-macoron-new-york,R9jTfyPlnfk23gy8VCCVAg,America/New_York,15,40.719099,-73.9908628,,new_york_city
3929,8801,4,4,resy,Grey Lady,https://resy.com/cities/ny/grey-lady-nyc,https://resy.com/cities/ny/grey-lady-nyc,4871,America/New_York,15,,,,new_york_city
3744,8802,4,4,opentable,Paschal’s Restaurant,https://www.opentable.com/restaurant/profile/1984/reserve,https://www.opentable.com/restref/client/?rid=1984,1984,America/New_York,15,,,,new_york_city
3869,8803,4,4,resy,Banzarbar,https://resy.com/cities/ny/banzarbar,https://resy.com/cities/ny/banzarbar,3400,America/New_York,15,,,,new_york_city
3897,8804,4,4,resy,Stoney River Steakhouse and Grill Cumberland Mall,https://resy.com/cities/atl/stoney-river-steakhouse-and-grill-atlanta,https://resy.com/cities/atl/stoney-river-steakhouse-and-grill-atlanta,6188,America/New_York,15,,,,atlanta
3868,8805,4,4,resy,Ernesto’s,https://resy.com/cities/ny/ernestos,https://resy.com/cities/ny/ernestos,6588,America/New_York,15,,,,new_york_city
3867,8807,4,4,resy,Leyla,https://resy.com/cities/ny/leyla,https://resy.com/cities/ny/leyla,5103,America/New_York,15,,,,new_york_city
3504,8808,4,4,opentable,The Smith - Lincoln Center,https://www.opentable.com/restaurant/profile/98185/reserve,https://www.opentable.com/restref/client/?rid=98185,98185,America/New_York,15,,,,new_york_city
3520,8811,4,4,opentable,Hütte,https://www.opentable.com/restaurant/profile/1147447/reserve,https://www.opentable.com/restref/client/?rid=1147447,1147447,America/New_York,15,,,,new_york_city
3878,8812,4,4,resy,Emmy Squared - Upper East Side,https://resy.com/cities/ny/emmy-squared-upper-east-side,https://resy.com/cities/ny/emmy-squared-upper-east-side,7424,America/New_York,15,,,,new_york_city
